date,steps,daily_movement,cal_total,high,low,medium,rest,duration,awake,efficiency
2022-03-24,5093,4.052,2271,0,270,8,502,519.0,28.5,95
2022-04-05,10031,8.548,2587,0,452,31,560,846.0,371.5,56
2022-04-15,8985,6.982,2542,0,440,18,508,531.0,83.5,84
2022-04-27,8192,5.61,2529,0,502,4,553,538.0,59.5,89
2022-05-06,8246,5.935,2574,0,431,19,350,536.0,45.0,92
2022-05-12,5478,4.185,2327,0,310,6,599,455.0,60.0,87
2022-05-13,1787,1.294,2019,0,96,0,487,499.0,55.0,89
2022-05-14,9257,8.189,2582,0,441,13,497,599.0,101.0,83
2022-05-21,10588,8.849,2620,0,415,23,475,571.0,109.5,81
2021-11-24,8099,7.297,2463,0,353,23,615,489.0,62.5,87
2021-11-28,11696,10.078,2664,1,419,33,521,581.0,114.5,80
2021-11-29,10303,9.224,2581,1,318,54,551,600.0,97.5,84
2021-11-30,9978,9.205,2599,1,399,38,627,586.0,49.0,92
2021-12-05,9111,8.493,2537,0,384,25,585,574.0,96.5,83
2021-12-06,8533,7.524,2525,1,419,18,541,522.0,48.5,91
2021-12-21,10897,9.311,2638,0,463,16,540,551.0,52.5,90
2021-12-22,10576,8.624,2632,1,468,28,509,563.0,41.0,93
2021-12-23,10794,9.976,2572,0,342,34,556,533.0,60.5,89
2022-01-20,9577,8.527,2557,0,362,34,578,615.0,37.0,94
2022-01-26,9166,7.97,2495,0,310,35,561,592.0,40.5,93
2022-03-01,10946,9.714,2616,0,398,37,548,570.0,78.0,86
2022-03-02,9003,8.262,2501,1,380,18,649,601.0,99.0,84
2022-03-05,9439,8.13,2523,0,420,13,530,518.0,43.0,92
2022-03-06,5374,4.441,2279,0,252,10,555,480.0,56.0,88
2022-03-07,4270,3.525,2231,0,207,10,415,341.0,22.5,93
2022-03-08,7323,6.483,2428,0,347,14,553,609.0,88.5,85
2022-03-09,8228,7.264,2430,0,340,11,674,538.0,64.5,88
2022-03-10,8265,6.74,2517,0,410,13,378,413.0,25.5,94
2022-03-11,6524,6.173,2355,0,266,23,597,574.0,58.0,90
2022-03-12,7808,7.283,2459,1,331,17,538,622.0,75.5,88
2022-03-16,7549,6.413,2447,0,375,12,592,470.0,58.0,88
2022-03-17,15912,13.672,2859,0,549,37,513,553.0,62.0,89
2022-03-20,8973,8.147,2518,0,359,25,526,519.0,99.5,81
2022-03-21,6643,5.384,2335,0,319,4,682,541.0,41.5,92
2022-03-22,1504,1.417,1990,0,58,4,543,593.0,55.0,91
2022-03-23,11686,10.935,2583,1,297,51,567,547.0,98.5,82
2022-03-24,15071,12.883,2825,0,506,44,456,503.0,53.0,89
2022-03-25,9521,8.822,2589,0,388,31,495,443.0,55.0,88
2022-03-26,6951,4.989,2474,0,380,6,393,484.0,64.0,87
2021-11-26,16581,15.32,2848,1,453,50,579,464.0,62.5,87
2021-11-27,13889,13.562,2836,6,410,56,431,521.0,99.0,81
2021-11-28,13917,13.049,2776,3,406,54,530,513.0,95.0,81
2021-11-29,1587,1.461,2008,0,50,8,542,475.0,49.0,90
2021-11-30,8691,8.158,2511,1,342,25,478,448.0,67.5,85
2021-12-01,12406,11.416,2711,0,410,44,524,450.0,58.0,87
2021-12-02,14966,13.389,2843,0,508,48,438,446.0,78.5,82
2021-12-03,15755,14.94,2892,1,436,65,494,524.0,77.0,85
2021-12-04,14129,13.473,2801,1,409,62,529,425.0,33.0,92
2021-12-10,16727,15.86,2926,2,458,64,460,489.0,70.0,86
2021-12-11,15340,15.248,2931,2,467,72,451,483.0,146.5,70
2021-12-12,10318,9.762,2586,1,364,39,482,516.0,63.5,88
2021-12-15,12884,11.97,2721,0,418,49,511,494.0,78.0,84
2021-12-16,12100,10.944,2657,0,377,49,464,479.0,109.0,77
2021-12-17,11537,11.314,2654,2,359,44,526,509.0,82.5,84
2021-12-18,18470,17.331,2987,1,459,76,535,478.0,92.5,81
2021-12-19,15315,14.899,2840,1,411,53,552,479.0,79.0,84
2021-12-20,15691,14.486,2852,1,400,69,522,615.0,158.5,74
2021-12-21,14747,14.233,2862,3,459,64,492,473.0,56.5,88
2021-12-22,19821,18.625,3068,2,513,79,517,456.0,100.5,78
2021-12-23,17637,16.884,2994,2,473,75,463,488.0,66.5,86
2021-12-24,15144,13.982,2823,2,420,74,553,443.0,71.0,84
2021-12-25,12723,12.26,2707,1,358,51,467,567.0,90.0,84
2021-12-26,15026,14.432,2788,2,395,58,591,466.0,58.5,87
2021-12-27,11271,10.55,2587,0,387,25,549,525.0,87.0,83
2021-12-28,14999,13.629,2794,1,469,47,557,515.0,100.5,80
2021-12-29,15007,14.349,2837,1,476,40,568,454.0,118.5,74
2021-12-30,12769,12.028,2754,10,411,44,465,473.0,55.5,88
2021-12-31,15764,14.359,2826,0,378,62,453,597.0,236.5,60
2022-01-01,8281,7.2,2482,0,334,17,536,578.0,136.0,76
2022-01-02,13359,13.276,2731,0,393,48,628,468.0,64.0,86
2022-01-06,14980,13.641,2817,0,493,32,515,507.0,93.5,82
2022-01-07,17902,17.26,2966,1,472,59,527,481.0,87.5,82
2022-01-08,14485,13.924,2804,1,431,51,538,466.0,88.5,81
2022-01-09,17602,17.565,2986,3,482,54,510,520.0,89.5,83
2022-01-10,16157,15.572,2866,1,467,49,592,559.0,65.0,88
2022-01-18,14300,13.006,2752,0,417,56,592,459.0,74.0,84
2022-01-19,16797,16.523,2933,5,446,68,513,586.0,135.5,77
2022-01-22,11084,10.345,2622,2,353,40,456,453.0,58.5,87
2022-01-28,15465,14.375,2802,0,416,61,592,528.0,56.0,89
2022-01-29,15347,14.155,2799,0,408,52,604,528.0,115.5,78
2022-01-30,15295,15.221,2839,4,388,65,631,524.0,117.0,78
2022-01-31,16101,14.682,2852,1,406,83,532,520.0,113.0,78
2022-02-01,13081,12.476,2683,1,345,50,497,511.0,79.5,84
2022-02-02,16617,15.585,2874,1,410,79,555,505.0,47.5,91
2022-02-03,19823,18.652,3028,0,486,73,528,501.0,41.0,92
2022-02-04,17098,16.658,2939,5,436,65,524,493.0,91.5,81
2022-02-05,17823,15.601,2871,1,366,101,561,494.0,76.5,85
2022-02-06,14554,12.823,2765,0,380,58,494,464.0,123.5,73
2022-02-09,14977,13.913,2779,2,358,83,572,526.0,50.0,90
2022-02-10,17339,16.432,2944,3,411,86,556,505.0,76.5,85
2022-02-11,14358,13.056,2752,1,452,43,508,660.0,174.5,74
2022-02-12,15630,13.582,2754,0,379,62,541,492.0,60.5,88
2022-02-13,12506,11.704,2659,0,382,43,582,539.0,51.5,90
2022-02-14,13279,13.103,2731,0,366,56,554,544.0,47.0,91
2022-02-15,17872,16.841,2957,0,513,59,488,494.0,74.0,85
2022-02-16,16454,15.651,2881,0,420,74,515,471.0,66.0,86
2022-02-17,16050,14.514,2781,0,363,74,548,547.0,87.0,84
2022-02-18,18696,16.069,2970,0,526,72,544,526.0,78.0,85
2022-02-19,15992,13.914,2815,2,424,68,541,559.0,56.5,90
2022-02-22,20174,17.661,3005,0,432,102,527,488.0,52.0,89
2022-02-23,12500,11.096,2623,0,409,32,618,549.0,97.5,82
2022-02-24,17217,16.234,2894,1,489,49,588,497.0,63.0,87
2022-02-25,16518,15.364,2898,2,466,63,523,492.0,33.0,93
2022-02-26,15012,13.602,2710,0,366,52,555,480.0,24.0,95
2022-02-27,14768,15.051,2868,4,429,63,519,472.0,72.0,85
2022-02-28,14569,13.238,2731,0,441,39,594,555.0,60.0,89
2022-03-01,15185,14.865,2826,1,442,63,591,487.0,71.0,85
2022-03-02,18038,16.292,2922,3,475,67,543,512.0,60.0,88
2022-03-03,19951,17.256,2969,1,449,88,568,530.0,125.5,76
2022-03-12,18158,16.27,2872,0,391,88,599,509.0,84.5,83
2022-03-13,14994,13.606,2764,0,413,48,531,485.0,96.0,80
2022-03-14,15273,14.188,2768,0,374,72,562,514.0,99.5,81
2022-03-15,15062,13.785,2736,2,377,56,573,504.0,109.0,78
2022-03-16,15540,14.593,2765,1,298,89,607,440.0,42.5,90
2022-03-17,17725,16.925,2950,11,387,81,566,505.0,45.5,91
2022-03-18,10974,10.487,2593,1,387,28,596,511.0,134.0,74
2022-03-19,11219,10.752,2617,2,333,46,577,503.0,95.5,81
2022-03-20,17432,16.013,2951,1,408,100,475,495.0,98.5,80
2022-03-21,15271,14.403,2816,4,454,40,525,541.0,126.0,77
2022-03-22,13032,11.639,2706,0,437,40,623,521.0,65.0,88
2022-03-23,19255,17.043,2947,1,407,86,533,498.0,75.5,85
2022-03-24,16430,15.471,2881,4,434,61,487,423.0,45.0,89
2022-03-25,14598,14.182,2830,2,417,61,571,508.0,99.5,80
2022-03-29,14744,13.697,2773,1,451,38,554,588.0,93.5,84
2022-03-30,15591,14.797,2809,1,436,49,552,528.0,74.5,86
2022-03-31,17731,16.274,2917,4,432,75,628,540.0,59.5,89
2022-04-01,12858,11.626,2616,0,352,31,544,455.0,86.0,81
2022-04-02,19096,16.96,2957,0,467,78,600,517.0,83.0,84
2022-04-03,15379,13.798,2756,0,367,62,528,456.0,102.5,78
2022-04-04,11839,11.216,2617,1,407,26,615,516.0,94.0,82
2022-04-05,9934,8.941,2485,1,270,51,560,497.0,108.0,78
2022-04-08,14389,12.829,2740,2,409,52,596,531.0,83.5,84
2022-04-09,15420,13.688,2815,0,515,36,557,502.0,113.0,77
2022-04-10,17378,15.899,2937,5,455,67,490,510.0,156.0,69
2022-04-11,17975,16.73,2925,0,499,47,540,507.0,88.0,83
2022-04-12,16993,16.462,2832,0,356,58,536,475.0,118.0,75
2022-04-13,13982,13.1,2749,2,481,29,580,450.0,64.0,86
2022-04-14,13207,12.062,2698,1,405,44,596,498.0,104.0,79
2022-04-15,13770,12.545,2747,3,400,52,526,515.0,125.5,76
2022-04-16,3509,3.05,2148,0,171,6,582,466.0,124.5,73
2022-04-17,10857,9.371,2585,0,391,24,434,447.0,65.0,85
2022-04-18,14002,12.94,2733,0,433,33,528,482.0,115.5,76
2022-04-19,14239,13.496,2746,2,455,33,561,496.0,63.0,87
2022-04-20,11671,11.084,2639,0,397,43,559,466.0,146.5,69
2022-04-24,11286,10.7,2632,1,375,38,464,346.0,61.0,82
2022-04-25,10978,10.309,2561,3,343,33,588,485.0,89.0,82
2022-04-26,11435,10.017,2607,1,424,22,563,454.0,69.0,85
2022-04-27,13614,13.083,2791,0,481,37,458,524.0,109.5,79
2022-05-03,10656,9.651,2584,0,412,22,577,464.0,91.5,80
2022-05-04,14174,13.04,2819,0,496,41,413,484.0,215.0,56
2022-05-05,9871,8.504,2523,0,399,13,572,508.0,126.5,75
2022-05-11,10715,9.426,2599,0,467,20,572,387.0,75.5,80
2021-10-16,13545,12.064,2850,3,563,31,441,347.0,16.0,95
2021-10-17,15321,14.317,2885,2,483,65,549,382.0,29.5,92
2021-10-18,13054,11.828,2851,2,482,54,393,396.0,21.5,95
2021-10-19,10210,9.016,2680,1,335,57,463,374.0,34.0,91
2021-10-20,14790,13.694,2984,0,627,38,396,325.0,26.0,92
2021-10-21,17475,18.005,3252,3,631,93,293,352.0,36.0,90
2021-10-22,19999,21.812,3391,3,600,120,311,532.0,74.5,86
2021-10-23,10969,10.739,2681,3,399,45,621,451.0,24.0,95
2021-10-24,16246,15.026,3026,4,621,50,430,447.0,25.5,94
2021-10-25,12033,11.168,2761,1,432,46,549,385.0,32.0,92
2021-10-26,18813,19.055,3241,2,654,80,373,406.0,93.5,77
2021-10-29,17462,17.29,3189,1,598,82,292,501.0,31.0,94
2021-10-30,11910,11.752,2741,0,418,52,563,558.0,35.5,94
2021-10-31,9099,8.154,2561,0,374,21,540,290.0,18.0,94
2021-11-01,17280,15.568,3252,0,657,31,363,363.0,14.5,96
2021-11-02,14550,12.77,3111,0,546,52,404,370.0,29.5,92
2021-11-03,16676,15.228,3280,0,644,52,322,367.0,27.5,93
2021-11-04,13777,12.395,3036,0,521,45,460,416.0,33.5,92
2021-11-05,16997,15.439,3345,0,677,52,313,693.0,135.0,81
2021-11-06,7890,5.669,2603,0,407,9,714,596.0,43.0,93
2021-11-07,6096,4.844,2561,0,311,13,573,284.0,24.0,92
2021-11-08,17670,17.012,3343,0,622,60,292,272.0,26.5,90
2021-11-09,16776,16.673,3308,1,570,82,428,354.0,42.0,88
2021-11-10,15499,14.422,3158,1,572,47,445,425.0,34.5,92
2021-11-11,14634,13.834,3142,5,512,52,409,363.0,36.0,90
2021-11-12,12561,11.226,3024,0,537,35,424,563.0,41.5,93
2021-11-13,5308,4.196,2383,0,222,11,743,607.0,43.5,93
2021-11-14,11521,8.935,2829,0,457,26,493,276.0,33.0,88
2021-11-15,20378,19.489,3547,0,709,77,256,328.0,34.0,90
2021-11-16,17548,16.521,3351,4,657,64,377,328.0,32.0,90
2021-11-17,17333,14.768,3298,0,683,57,363,381.0,25.5,93
2021-11-18,11676,10.157,2923,1,493,38,533,317.0,27.5,91
2021-11-19,14778,13.423,3156,0,580,47,363,471.0,45.5,90
2021-11-20,8144,6.688,2657,1,361,13,503,598.0,54.0,91
2021-11-21,11793,9.626,2915,1,566,22,514,321.0,34.5,89
2021-11-22,19453,17.966,3515,2,722,68,262,335.0,37.5,89
2021-11-23,14042,13.475,3129,3,471,65,386,368.0,31.0,92
2021-11-24,13808,12.714,3105,2,545,45,354,405.0,31.0,92
2021-11-25,16009,13.919,3287,5,638,51,250,269.0,20.5,92
2021-11-26,12047,9.684,2990,2,598,17,379,521.0,31.0,94
2021-11-27,20088,19.499,3542,2,689,91,345,442.0,41.0,91
2021-11-28,11696,10.042,2910,5,518,35,601,250.0,24.0,90
2021-11-29,15918,14.967,3259,0,623,56,326,412.0,53.0,87
2021-11-30,12281,10.853,2988,4,533,40,438,465.0,36.5,92
2021-12-01,8622,7.164,2767,0,389,16,404,415.0,42.0,90
2021-12-02,7886,5.883,2686,0,373,18,436,337.0,36.0,89
2021-12-03,16021,14.511,3244,2,575,56,260,426.0,34.0,92
2021-12-04,14834,15.018,3282,8,555,79,421,511.0,47.0,91
2021-12-05,10685,9.789,2867,1,436,44,514,357.0,32.0,91
2021-12-06,15498,13.998,3207,0,606,65,370,341.0,32.0,91
2021-12-07,17742,15.633,3338,3,721,53,387,391.0,38.5,90
2021-12-08,13018,10.933,3033,0,570,25,362,339.0,45.0,87
2021-12-09,12536,10.447,3031,0,566,30,370,388.0,35.5,91
2021-12-10,13513,11.444,3029,0,522,50,446,682.0,67.0,90
2021-12-11,14331,13.702,3078,1,454,61,513,586.0,62.0,89
2021-12-12,10109,8.675,2742,0,441,13,671,381.0,40.0,90
2021-12-13,13148,10.858,2989,0,515,34,391,360.0,36.0,90
2021-12-14,7882,6.421,2597,0,343,12,615,398.0,29.5,93
2021-12-15,16438,14.151,3250,0,714,43,341,357.0,42.0,88
2021-12-16,15044,12.779,3098,0,539,34,369,348.0,44.5,87
2021-12-17,19225,18.392,3503,3,727,48,268,524.0,57.5,89
2021-12-18,14490,13.092,3116,4,577,43,483,455.0,67.5,85
2021-12-19,10787,8.54,2801,0,474,20,499,323.0,44.5,86
2021-12-20,15200,14.197,3158,0,542,55,434,357.0,35.0,90
2021-12-21,12052,10.086,2978,0,521,33,369,702.0,83.5,88
2021-12-22,13408,12.316,3049,1,558,47,538,227.0,15.0,93
2021-12-23,21438,19.418,3601,3,717,86,206,481.0,55.0,89
2021-12-24,10226,7.916,2821,0,502,13,469,357.0,62.5,82
2021-12-27,8111,7.009,2299,0,330,23,621,575.0,55.5,90
2021-12-28,6553,5.391,2523,1,287,19,712,295.0,59.5,80
2021-12-29,11126,8.976,2849,1,439,34,407,478.0,21.5,96
2021-12-30,10614,9.248,2852,0,429,36,564,520.0,144.0,72
2021-12-31,13250,10.642,3046,1,583,29,388,269.0,28.5,89
2022-01-01,13388,11.358,2987,2,471,44,365,569.0,51.5,91
2022-01-02,17830,16.354,3162,0,531,56,624,344.0,21.0,94
2022-01-03,16905,16.026,3273,4,573,61,388,319.0,30.5,90
2022-01-04,17734,16.89,3307,0,599,73,419,366.0,76.5,79
2022-01-05,16533,14.689,3254,3,618,55,354,358.0,28.5,92
2022-01-06,11227,10.294,2852,1,426,39,564,398.0,39.0,90
2022-01-07,15111,13.455,3181,6,515,78,387,542.0,32.0,94
2022-01-08,10201,9.272,2762,4,336,39,568,584.0,58.0,90
2022-01-09,10976,9.657,2795,0,458,20,641,339.0,33.5,90
2022-01-10,14861,13.146,3165,1,580,53,366,386.0,31.0,92
2022-01-11,9523,7.693,2689,0,420,27,389,370.0,43.5,88
2022-01-12,9274,7.113,2943,0,381,25,525,337.0,32.0,91
2022-01-13,10057,8.489,3041,0,405,34,360,364.0,28.5,92
2022-01-14,13399,12.355,3317,3,490,57,383,632.0,63.0,90
2022-01-15,8508,7.246,2894,0,372,26,542,519.0,84.5,84
2022-01-16,5019,3.783,2540,0,215,8,755,365.0,35.5,90
2022-01-17,13777,12.68,3294,2,509,46,425,320.0,21.5,93
2022-01-18,12182,10.762,3163,0,512,37,500,414.0,46.5,89
2022-01-19,14204,13.328,3307,1,541,49,447,459.0,56.5,88
2022-01-20,11253,10.469,3145,3,421,47,375,516.0,64.0,88
2022-01-21,11088,9.284,3032,1,477,17,526,632.0,56.0,91
2022-01-22,11843,10.783,3184,1,427,46,424,230.0,37.0,84
2022-01-23,8461,7.973,2824,1,291,40,539,326.0,30.0,91
2022-01-24,12405,10.208,3174,0,535,31,418,429.0,47.0,89
2022-01-25,10544,9.295,3100,1,408,35,388,412.0,44.5,89
2022-01-26,13229,11.052,3273,0,536,45,440,404.0,31.0,92
2022-01-27,8980,7.972,2968,0,351,37,477,471.0,34.0,93
2022-01-28,10640,9.448,3005,3,338,44,537,478.0,49.5,90
2022-01-29,9728,8.191,2852,0,344,22,629,467.0,62.0,87
2022-01-30,5124,3.889,2621,0,266,8,615,553.0,56.5,90
2022-01-31,14023,13.743,3239,1,418,64,532,440.0,28.0,94
2022-02-01,9301,7.795,2926,1,376,27,506,440.0,32.5,93
2022-02-02,7647,6.754,2839,0,338,22,464,437.0,26.0,94
2022-02-03,6327,5.566,2683,1,234,23,668,488.0,40.5,92
2022-02-04,6573,5.802,2688,0,264,13,684,527.0,62.5,88
2022-02-05,4630,3.816,2511,0,196,6,774,567.0,58.0,90
2022-02-06,5847,5.155,2628,0,231,20,671,469.0,39.0,92
2022-02-07,7323,6.802,2828,0,310,30,550,412.0,22.5,95
2022-02-08,5511,4.406,2641,1,231,11,578,543.0,30.0,94
2022-02-09,13299,12.57,3235,5,446,68,535,568.0,60.0,89
2022-02-10,7283,5.188,2854,0,378,7,398,377.0,31.5,92
2022-02-11,6339,5.173,2708,0,340,6,658,566.0,74.0,87
2022-02-12,5127,4.34,2668,0,223,7,528,523.0,39.0,93
2022-02-13,17344,17.078,3474,9,478,71,503,320.0,31.5,90
2022-02-14,10553,9.386,3085,0,443,30,424,383.0,23.5,94
2022-02-15,13279,11.804,3263,1,566,31,403,411.0,48.0,88
2022-02-16,11842,11.108,2566,1,467,41,400,385.0,22.5,94
2022-02-17,11955,11.728,2859,10,400,62,377,385.0,30.0,92
2022-02-18,12802,11.913,2849,1,478,43,396,479.0,37.5,92
2022-02-19,9812,9.348,2353,0,314,42,509,379.0,28.5,92
2022-02-20,5164,4.028,2127,0,264,4,535,519.0,77.5,85
2022-02-21,16957,16.118,3270,2,512,78,419,444.0,68.5,85
2022-02-22,8656,7.754,2528,0,326,25,499,434.0,63.0,85
2022-02-23,8573,7.713,2524,5,305,28,606,481.0,60.5,87
2022-02-24,6743,5.865,2757,0,260,17,474,436.0,44.0,90
2022-02-25,8424,7.728,2947,1,330,33,397,453.0,34.0,92
2022-02-26,8168,6.692,2886,0,359,15,453,476.0,66.5,86
2022-02-27,7452,6.169,2825,0,341,14,521,419.0,64.5,85
2022-02-28,7449,6.074,2839,0,363,23,541,561.0,63.5,89
2022-03-01,10745,10.162,2986,0,367,37,586,401.0,36.0,91
2022-03-02,7142,6.337,2745,0,282,17,596,475.0,99.0,79
2022-03-03,8384,6.892,2940,0,347,22,423,386.0,36.0,91
2022-03-04,6933,5.304,2741,1,366,4,619,473.0,82.5,83
2022-03-05,8019,6.798,2834,1,323,21,516,506.0,41.5,92
2022-03-06,11008,10.721,3013,3,300,56,641,510.0,113.0,78
2022-03-09,6123,4.792,2184,0,310,9,566,437.0,83.5,81
2022-03-10,7887,6.987,2504,0,368,12,611,410.0,48.5,88
2022-03-11,8721,6.912,2988,0,429,18,414,550.0,53.0,90
2022-03-12,9486,8.464,2910,5,329,33,640,475.0,51.5,89
2022-03-13,11931,11.153,3094,0,424,37,524,456.0,69.5,85
2022-03-14,8087,5.951,2855,1,420,13,601,363.0,64.0,82
2022-03-15,9386,8.09,3021,0,432,20,381,314.0,26.5,92
2022-03-16,7535,6.478,2843,0,374,12,550,474.0,143.0,70
2022-03-17,7909,6.364,2827,0,374,13,525,386.0,27.0,93
2022-03-18,8270,7.894,2827,2,296,28,647,353.0,45.0,87
2022-03-19,9838,8.69,2941,0,389,19,442,376.0,76.0,80
2022-03-20,8282,7.256,2816,0,292,28,547,433.0,43.5,90
2022-03-21,8289,7.002,2888,0,397,8,485,385.0,59.0,85
2022-03-22,14442,13.251,3330,6,496,61,399,361.0,23.5,93
2022-03-23,7761,6.258,2828,0,374,6,534,536.0,64.0,88
2022-03-24,6876,5.442,2829,0,366,7,487,509.0,59.5,88
2022-03-25,8720,7.034,2959,0,442,12,414,396.0,34.5,91
2022-03-26,9137,8.458,2865,3,318,21,651,519.0,61.5,88
2022-03-27,6099,4.234,2707,0,319,5,526,468.0,43.5,91
2022-03-28,6502,5.367,2710,1,286,11,549,446.0,96.0,78
2022-03-29,7624,6.135,2773,1,347,11,647,487.0,65.0,87
2022-03-30,15124,14.004,3406,12,458,61,408,462.0,53.0,89
2021-12-09,6551,6.206,2377,0,250,22,485,491.0,53.5,89
2021-12-10,10053,8.719,2641,3,398,24,431,441.0,74.5,83
2021-12-11,7191,6.049,2420,0,306,13,398,532.0,54.5,90
2021-12-12,13123,11.652,2782,4,471,46,552,428.0,27.5,94
2021-12-13,5445,4.844,2322,1,233,23,505,483.0,49.0,90
2021-12-14,6018,5.53,2343,0,237,19,420,420.0,42.0,90
2021-12-15,9373,8.98,2551,0,311,47,498,478.0,68.0,86
2021-12-16,6794,6.611,2396,1,202,42,423,472.0,87.0,82
2021-12-22,10134,9.507,2602,2,387,34,428,431.0,57.0,87
2021-12-23,14338,13.229,2863,4,513,43,293,391.0,41.5,89
2021-12-24,15814,14.979,2957,3,549,57,538,573.0,73.0,87
2021-12-25,13239,11.78,2780,2,485,49,582,568.0,29.5,95
2021-12-26,12175,11.526,2730,0,475,28,566,433.0,48.0,89
2021-12-27,7374,7.339,2418,0,260,35,493,508.0,52.5,90
2021-12-28,7688,7.064,2457,2,275,36,436,446.0,33.0,93
2021-12-29,8719,8.345,2501,5,271,43,470,478.0,31.5,93
2021-12-30,9040,8.898,2517,2,329,27,453,475.0,35.0,93
2022-01-04,6218,5.811,2368,1,250,22,458,466.0,41.0,91
2022-01-05,6458,5.801,2431,0,225,32,313,495.0,58.0,88
2022-01-06,7557,6.752,2440,0,305,22,647,433.0,34.0,92
2022-01-07,7092,6.797,2437,1,272,32,410,521.0,85.5,84
2022-01-08,11988,12.257,2766,0,419,47,527,559.0,84.0,85
2022-01-09,15129,14.311,2895,1,511,51,559,437.0,24.5,94
2022-01-10,9012,8.625,2521,1,304,43,482,472.0,56.0,88
2022-01-11,7077,7.305,2427,1,203,41,454,456.0,36.0,92
2022-01-12,7062,6.901,2401,2,250,27,512,505.0,48.0,90
2022-01-13,6126,5.814,2344,0,233,20,460,473.0,29.5,94
2022-01-14,6717,6.215,2367,1,242,23,486,567.0,54.0,90
2022-01-15,9655,8.682,2584,1,361,27,538,555.0,74.0,87
2022-01-16,10335,9.024,2611,0,455,24,535,423.0,40.0,91
2022-01-17,8462,8.357,2472,1,245,46,498,479.0,29.5,94
2022-01-18,10033,9.504,2558,5,297,34,441,425.0,27.0,94
2022-01-22,11137,10.245,2680,2,442,32,543,430.0,64.0,85
2022-01-23,14030,13.008,2808,0,491,45,556,456.0,30.0,93
2022-01-24,1667,1.858,2073,0,43,13,140,262.0,36.5,86
2022-01-25,6300,5.837,2305,1,237,14,616,496.0,39.5,92
2022-01-26,8343,8.436,2478,0,261,41,451,446.0,16.0,96
2022-01-27,5897,5.494,2344,0,238,20,471,481.0,34.0,93
2022-02-04,13140,11.491,2715,0,317,70,290,349.0,25.0,93
2022-02-05,9033,8.26,2551,0,381,18,573,523.0,56.5,89
2022-02-06,11659,10.062,2706,2,456,30,526,375.0,53.5,86
2022-02-09,8577,8.216,2538,0,341,28,411,434.0,58.5,87
2022-02-10,6090,5.571,2361,1,253,20,458,433.0,26.0,94
2022-02-11,7699,7.53,2467,0,282,37,411,503.0,58.5,88
2022-02-12,15955,15.2,2960,2,540,52,503,534.0,64.5,88
2022-02-13,8583,6.625,2560,0,452,11,507,364.0,35.5,90
2022-02-14,9515,8.278,2601,0,447,16,471,493.0,82.5,83
2022-02-15,11648,9.567,2709,0,540,13,428,451.0,58.0,87
2022-02-16,10737,9.648,2693,3,483,22,514,850.0,175.5,79
2022-02-17,5820,5.183,2290,2,219,19,769,458.0,37.0,92
2022-02-18,4799,4.283,2284,1,231,10,444,564.0,37.5,93
2022-02-19,13158,12.033,2771,1,457,48,557,480.0,53.5,89
2022-02-20,11024,10.388,2697,1,423,39,521,403.0,35.0,91
2022-02-21,6296,5.61,2295,0,260,17,942,453.0,22.0,95
2022-02-22,9687,12.687,2696,32,264,34,931,451.0,22.0,95
2022-02-23,7809,7.794,2474,1,276,38,439,446.0,47.0,89
2022-02-24,7509,7.129,2456,0,273,29,444,460.0,33.0,93
2022-02-25,6834,6.63,2423,1,246,24,439,497.0,58.0,88
2022-02-26,10530,8.662,2595,1,385,26,472,566.0,90.0,84
2022-02-27,13642,17.696,3120,46,428,35,579,432.0,42.0,90
2022-02-28,8154,7.33,2480,0,279,30,423,431.0,25.0,94
2022-03-01,6158,5.412,2348,0,244,18,486,465.0,28.5,94
2022-03-02,6920,6.52,2395,0,257,23,454,457.0,53.5,88
2022-03-03,7637,7.361,2442,0,279,24,423,426.0,31.5,93
2022-03-04,9812,9.756,2562,5,293,44,426,554.0,67.0,88
2022-03-05,14630,14.198,2875,1,520,46,535,620.0,125.0,80
2022-03-06,8358,10.825,2651,0,316,45,624,457.0,53.5,88
2022-03-07,6860,6.281,2420,1,260,25,430,443.0,18.0,96
2022-03-08,8134,7.821,2475,0,299,28,462,458.0,28.5,94
2022-03-09,6753,6.769,2360,2,263,29,906,473.0,31.5,93
2022-03-10,6236,6.165,2353,0,234,22,498,433.0,22.0,95
2022-03-11,6679,5.995,2430,0,282,23,420,544.0,75.0,86
2022-03-12,13207,12.254,2790,1,453,48,458,514.0,57.5,89
2022-03-13,14002,13.921,2842,3,456,52,569,495.0,50.5,90
2022-03-14,11896,10.403,2688,0,461,20,509,424.0,27.5,94
2022-03-15,6125,5.647,2362,3,246,24,484,478.0,46.0,90
2022-03-16,6184,5.36,2357,0,252,16,451,478.0,38.0,92
2022-03-17,7290,6.472,2428,1,314,11,433,439.0,46.5,89
2022-03-18,2735,2.475,2103,0,101,8,454,580.0,64.5,89
2022-03-19,10549,9.875,2641,2,409,26,562,482.0,75.5,84
2022-03-20,11386,10.279,2667,1,419,29,499,422.0,57.0,86
2022-03-21,7721,7.084,2401,0,238,29,419,477.0,27.5,94
2022-03-22,11629,10.638,2756,5,457,39,462,463.0,51.0,89
2022-03-23,10442,8.782,2647,4,413,19,522,459.0,25.5,94
2022-03-24,14872,14.19,2880,3,475,57,508,514.0,72.0,86
2022-03-25,11083,9.521,2692,6,417,28,519,512.0,46.0,91
