date,steps,daily_movement,cal_total,high,low,medium,rest,duration,awake,efficiency
2022-10-25,3686,2.234,1841,0,184,1,594,766.0,145.5,81
2022-10-26,4354,2.922,1880,0,251,0,604,663.0,153.0,77
2022-10-27,4200,2.653,1871,0,227,1,660,850.0,283.0,67
2022-10-28,2320,1.339,1760,0,127,1,621,446.0,48.0,89
2022-10-29,2372,1.182,1772,0,134,0,690,649.0,128.0,80
2022-10-30,5310,3.651,1899,0,229,5,624,708.0,144.0,80
2022-10-31,4709,3.323,1842,0,190,8,663,711.0,169.0,76
2022-11-01,3283,2.149,1811,0,191,1,709,661.0,169.0,74
2022-11-02,4101,2.682,1868,0,229,2,659,415.0,53.0,87
2022-11-03,6437,4.178,1992,0,341,2,546,706.0,155.5,78
2022-11-04,2958,1.997,1790,0,156,1,591,444.0,48.0,89
2022-11-05,7237,5.15,1979,0,266,11,486,560.0,48.5,91
2022-11-06,4287,2.615,1881,0,237,2,598,390.0,41.5,89
2022-11-07,5889,4.02,1974,0,306,5,602,468.0,54.5,88
2022-11-08,2937,1.932,1776,0,175,0,763,723.0,174.0,76
2022-11-09,5222,3.504,1915,0,275,3,728,642.0,191.0,70
2022-07-05,1164,1.06,2297,0,60,1,897,900.0,266.0,70
2022-07-06,4639,4.328,2652,0,195,23,709,333.0,40.5,88
2022-07-13,5762,6.407,2730,0,101,49,345,602.0,84.0,86
2022-07-14,4584,5.009,2610,2,148,27,549,334.0,39.5,88
2022-07-15,6303,6.364,2848,0,273,32,340,585.0,72.0,88
2022-07-19,5120,5.678,2771,1,184,37,177,309.0,55.5,82
2022-07-20,4024,4.059,2536,4,136,16,797,900.0,145.0,84
2022-07-21,4158,3.89,2552,0,177,14,740,707.0,226.5,68
2022-08-01,2877,2.837,2119,3,93,16,647,365.0,78.0,79
2022-08-02,1822,1.343,2456,0,109,5,585,438.0,67.0,85
2022-08-03,2503,2.266,2462,0,143,10,716,324.0,59.5,82
2022-08-04,2242,2.025,2363,0,86,8,713,362.0,63.0,83
2022-08-05,4333,4.88,2631,0,181,24,434,490.0,45.5,91
2022-08-06,6433,5.867,2808,1,281,26,444,676.0,118.0,83
2022-08-07,4655,4.608,2722,5,212,18,555,682.0,192.5,72
2022-08-08,3309,3.551,2480,0,139,12,718,537.0,42.5,92
2022-08-09,5016,4.674,2650,0,222,16,676,344.0,57.0,83
2022-08-10,8485,8.431,2998,15,244,30,528,604.0,45.5,92
2022-08-22,1891,1.734,2072,0,84,7,560,717.0,49.5,93
2022-08-26,3916,3.832,2633,2,184,10,249,444.0,41.5,91
2022-08-27,6138,5.859,2776,0,260,18,512,499.0,73.5,85
2022-08-28,2108,2.037,2764,0,113,6,549,624.0,78.0,88
2022-08-29,2345,2.438,2717,0,88,13,657,606.0,101.5,83
2022-08-30,2276,2.017,2739,0,129,4,768,388.0,61.0,84
2022-09-07,1931,1.968,2700,0,96,5,680,478.0,73.0,85
2022-09-10,3186,3.244,2913,0,156,17,465,659.0,113.0,83
2022-09-11,4938,4.835,3053,0,222,20,616,699.0,76.0,89
2022-09-12,1471,1.498,2644,0,58,6,661,630.0,98.0,84
2022-09-15,3464,3.833,2912,1,103,32,534,810.0,146.0,82
2022-09-18,2412,2.428,2797,0,125,8,740,396.0,44.5,89
2022-09-19,2779,2.996,2888,1,144,9,367,415.0,46.0,89
2022-09-20,806,0.752,2607,0,33,2,477,470.0,61.5,87
2022-09-27,3958,3.992,2254,0,194,13,544,597.0,112.0,81
2022-09-28,2735,2.767,2486,0,120,9,666,677.0,182.5,73
2022-10-01,4836,4.531,3045,1,217,13,437,354.0,56.0,84
2022-10-02,2843,2.817,2830,0,129,10,506,339.0,28.0,92
2022-10-06,1902,1.975,2690,0,85,7,683,547.0,72.0,87
2022-10-07,4342,4.261,2964,0,187,11,543,598.0,75.5,87
2022-10-08,5791,5.742,3189,1,238,29,415,442.0,45.5,90
2022-10-09,6918,6.498,3140,0,304,16,756,479.0,49.0,90
2022-10-10,3338,2.683,2897,0,170,9,528,686.0,178.0,74
2022-07-16,8609,6.55,2916,0,137,55,693,589.0,36.5,94
2022-07-17,6202,5.37,2884,3,246,23,740,671.0,87.5,87
2022-07-18,9950,10.775,3256,0,326,56,624,745.0,40.5,95
2022-07-19,8579,7.91,3014,6,280,24,715,628.0,145.5,77
2022-07-20,10508,9.096,3117,0,380,10,578,656.0,67.5,90
2022-07-21,10346,9.169,3192,0,462,20,631,697.0,87.0,88
2022-07-22,7483,7.037,2990,0,303,28,675,663.0,99.0,85
2022-07-23,12260,11.773,3391,3,439,53,584,576.0,35.0,94
2022-07-24,5037,4.461,2850,3,180,26,575,465.0,14.0,97
2022-07-25,10072,8.319,3169,0,394,18,501,648.0,23.0,96
2022-07-26,8587,7.156,3039,0,389,6,629,567.0,34.5,94
2022-07-27,15255,15.243,3617,4,480,83,609,588.0,74.5,87
2022-07-28,13616,12.248,3518,2,558,39,495,565.0,28.0,95
2022-07-29,10010,8.705,2779,0,392,25,500,473.0,23.5,95
2022-07-30,13133,12.778,3030,2,452,61,554,599.0,62.5,90
2022-07-31,13203,10.96,2956,0,499,33,566,617.0,64.0,90
2022-08-01,10502,8.631,2726,0,410,16,639,596.0,18.0,97
2022-08-02,8565,7.164,2989,0,384,7,614,481.0,51.5,89
2022-08-03,10575,8.763,3150,0,420,12,511,571.0,60.0,89
2022-08-04,6167,4.906,2820,0,240,13,648,515.0,19.5,96
2022-08-05,10811,8.935,3211,0,475,15,451,447.0,48.5,89
2022-08-06,14503,11.626,3394,0,603,19,497,585.0,62.5,89
2022-08-07,11592,9.205,3259,0,546,12,475,470.0,34.5,93
2022-08-08,7057,5.406,2925,0,264,21,508,575.0,76.5,87
2022-08-09,5164,4.199,2757,0,233,3,576,651.0,38.5,94
2022-08-10,5178,3.67,2752,0,264,1,735,539.0,48.5,91
2022-08-11,6796,5.24,2918,1,322,13,557,558.0,20.5,96
2022-08-12,6171,5.116,2872,0,254,6,531,532.0,36.0,93
2022-08-13,5364,4.162,2814,0,226,16,527,593.0,62.5,89
2022-08-14,5415,4.304,2824,1,264,5,557,536.0,27.0,95
2022-08-17,6283,5.215,2837,0,249,17,661,614.0,49.5,92
2022-08-18,7471,7.085,2943,1,272,27,673,475.0,43.5,91
2022-08-19,10302,8.047,3151,0,412,15,469,622.0,75.0,88
2022-08-20,6141,5.372,2882,1,245,16,558,524.0,48.5,91
2022-08-21,7456,6.411,2920,1,306,12,564,411.0,31.5,92
2022-08-22,6243,5.059,2890,1,263,8,480,625.0,68.0,89
2022-08-23,5148,4.268,2123,0,218,12,687,674.0,106.0,84
2022-08-24,5765,4.611,2229,0,240,23,640,628.0,66.0,89
2022-08-25,7609,6.079,2634,0,293,18,564,590.0,29.5,95
2022-08-26,7927,6.471,2978,2,325,25,621,548.0,45.5,92
2022-08-27,5273,4.617,2636,1,192,18,1092,644.0,63.5,90
2022-08-28,5318,4.285,2752,1,249,10,691,593.0,40.5,93
2022-08-31,7963,6.788,2330,0,326,14,601,541.0,37.0,93
2022-09-01,7099,5.776,2585,0,276,17,545,572.0,82.0,86
2022-09-02,8144,6.939,2617,1,295,21,540,574.0,31.0,95
2022-09-03,7918,6.137,2595,0,334,13,588,716.0,74.5,90
2022-09-04,7653,5.824,2564,1,340,11,716,678.0,107.5,84
2022-09-05,7084,5.616,2894,2,307,8,672,493.0,27.0,95
2022-09-06,6013,4.612,2878,0,287,7,509,544.0,54.5,90
2022-09-07,9242,7.451,3061,0,389,13,554,543.0,42.5,92
2022-09-08,6102,5.126,2880,1,246,10,522,599.0,114.0,81
2022-09-09,7752,6.769,2967,1,274,28,558,658.0,46.0,93
2022-09-10,9936,8.186,3052,0,283,44,616,517.0,54.5,89
2022-09-11,6643,5.255,2841,0,318,8,705,500.0,30.5,94
2022-09-12,6624,4.922,2891,0,253,16,574,570.0,68.5,88
2022-09-13,6888,5.734,2871,0,277,14,547,559.0,40.0,93
2022-09-14,7291,6.485,2937,0,306,16,578,708.0,133.0,81
2022-09-15,6661,5.642,2884,0,304,6,672,572.0,43.5,92
2022-09-16,5459,4.366,2808,0,238,10,564,715.0,114.0,84
2022-09-17,10467,8.907,3112,0,383,31,566,534.0,35.5,93
2022-09-18,11890,10.254,3301,0,490,28,561,670.0,55.5,92
2022-09-19,4861,3.758,2736,0,216,8,704,715.0,94.5,87
2022-09-20,5723,4.424,2795,0,276,8,692,688.0,85.0,88
2022-09-21,6168,4.881,2819,0,265,10,669,561.0,48.5,91
2022-09-22,11554,9.706,3259,3,511,23,547,560.0,44.0,92
2022-09-23,9894,9.409,3117,0,323,33,571,710.0,80.5,89
2022-09-24,9361,7.636,3054,0,355,23,598,551.0,42.5,92
2022-09-25,8327,6.945,3014,0,351,20,564,538.0,38.5,93
2022-09-26,7114,5.448,2918,2,287,20,542,623.0,79.0,87
2022-09-27,4838,3.803,2758,0,214,5,600,655.0,86.0,87
2022-09-28,6583,4.989,2888,1,319,8,648,552.0,100.5,82
2022-09-29,7899,6.374,2965,0,301,20,540,632.0,38.0,94
2022-09-30,6778,6.139,2889,0,262,17,620,623.0,33.5,95
2022-10-01,11503,10.646,3206,0,329,70,586,587.0,51.0,91
2022-10-02,10943,9.523,2800,2,342,38,586,596.0,67.0,89
2022-10-03,9394,8.294,2691,2,338,25,620,609.0,40.5,93
2022-10-04,7119,6.149,2567,2,271,27,616,767.0,166.5,78
2022-10-05,6628,5.346,2578,0,327,7,710,669.0,136.0,80
2022-10-06,5411,4.291,2468,0,257,10,689,628.0,93.0,85
2022-10-07,7551,5.839,2628,1,355,19,561,576.0,22.5,96
2022-10-08,19260,15.775,3143,0,263,161,603,496.0,58.5,88
2022-10-09,6820,5.58,2578,0,311,10,485,555.0,40.5,93
2022-10-10,6009,4.844,2508,3,250,11,556,532.0,109.5,79
2022-10-11,7182,5.948,2609,1,253,22,557,592.0,114.5,81
2022-10-12,5893,4.532,2563,0,248,11,523,494.0,36.5,93
2022-10-13,9122,9.867,2813,0,289,73,584,614.0,44.5,93
2022-10-14,6941,5.366,2593,0,276,22,520,587.0,58.5,90
2022-10-15,8529,7.228,2671,0,316,27,592,711.0,93.0,87
2022-10-16,4875,3.985,2414,0,178,16,687,577.0,37.5,94
2022-10-17,5744,4.861,2507,0,266,8,599,639.0,33.0,95
2022-10-18,5747,4.636,2504,0,259,8,633,562.0,39.5,93
2022-10-19,17241,14.476,3083,0,292,141,482,585.0,92.0,84
2022-10-20,6098,4.712,2563,0,284,9,574,634.0,103.0,84
2022-10-21,5975,4.799,2484,0,215,15,573,588.0,95.0,84
2022-10-22,9941,8.627,2805,0,394,31,509,652.0,42.5,93
2022-10-23,5562,3.977,2493,0,282,6,692,665.0,95.5,86
2022-10-24,7052,5.561,2550,0,297,15,710,612.0,68.0,89
2022-10-25,11995,9.594,2859,0,456,26,571,667.0,45.5,93
2022-10-26,5261,4.128,2408,0,267,3,750,657.0,91.0,86
2022-10-27,7878,6.494,2627,0,357,12,657,611.0,34.5,94
2022-10-28,6629,4.975,2552,0,336,8,573,546.0,39.5,93
2022-10-29,13477,10.754,2965,0,534,27,495,620.0,71.5,88
2022-11-01,5590,3.932,2522,0,269,4,583,614.0,36.0,94
2022-11-02,5651,4.448,2545,0,245,12,507,499.0,45.5,91
2022-11-03,8136,7.094,2678,0,289,13,505,589.0,31.5,95
2022-11-04,12136,11.048,2887,0,462,13,558,531.0,49.5,91
2022-11-05,15745,14.345,3048,0,493,35,561,568.0,35.5,94
2022-11-06,14516,13.045,3014,0,529,16,556,584.0,62.5,89
2022-11-07,6349,4.724,2569,0,274,9,642,587.0,64.0,89
2022-11-08,7158,5.733,2619,0,311,13,540,549.0,136.0,75
2022-11-09,6857,5.234,2646,0,354,1,567,618.0,105.5,83
2022-11-10,7863,6.425,2650,0,288,24,549,565.0,52.5,91
2022-11-11,8280,6.953,2705,0,381,10,519,477.0,36.0,92
2022-11-12,10348,8.987,2834,3,430,28,616,540.0,49.0,91
2022-11-13,4061,2.785,2374,0,215,3,663,530.0,59.5,89
2022-11-14,6534,4.597,2576,0,311,8,513,534.0,65.5,88
2022-11-15,6502,4.522,2577,0,356,3,634,522.0,29.5,94
2022-11-16,10620,9.368,2818,0,394,10,512,545.0,96.0,82
2022-11-17,11137,9.083,2852,1,469,10,519,583.0,58.0,90
2022-11-18,7857,6.551,2672,0,347,12,549,617.0,69.5,89
2022-11-19,8596,8.603,2745,2,287,42,610,659.0,97.0,85
2022-11-20,9619,8.201,2759,0,416,15,625,538.0,73.0,86
2022-11-21,6114,4.975,2576,0,270,8,534,590.0,89.5,85
2022-11-22,7070,5.781,2580,0,305,7,627,661.0,77.5,88
2022-11-23,12090,10.895,2882,3,416,28,569,539.0,52.5,90
2022-11-24,8560,6.91,2738,0,390,4,528,561.0,33.5,94
2022-11-25,12540,11.597,2919,1,499,17,510,496.0,59.0,88
2022-11-26,11730,10.413,2930,2,487,16,486,672.0,54.5,92
2022-11-27,13364,12.107,2978,3,561,12,646,557.0,64.5,88
2022-11-28,9339,7.285,2728,0,476,4,615,706.0,146.0,79
2022-11-29,7482,5.919,2618,0,353,5,652,502.0,49.0,90
2022-11-30,7544,6.145,2672,3,345,17,466,651.0,70.5,89
2022-12-01,7570,6.285,2518,1,296,16,766,641.0,69.0,89
2022-12-02,9817,8.365,2710,0,400,11,627,501.0,35.0,93
2022-12-03,10217,9.195,2820,3,437,19,575,584.0,45.0,92
2022-12-04,8960,7.069,2647,0,402,7,668,565.0,30.5,95
2022-12-05,16005,15.339,3108,3,541,31,618,578.0,36.0,94
2022-12-06,6141,5.231,2534,0,274,14,577,559.0,46.5,92
2022-12-07,13831,10.665,2983,0,630,13,524,600.0,65.0,89
2022-12-08,11655,11.657,2976,0,443,84,620,577.0,40.5,93
2022-12-09,8010,9.328,2729,0,242,81,541,514.0,39.0,92
2022-12-10,11899,10.373,2930,1,467,31,483,508.0,38.0,93
2022-12-11,10110,8.965,2783,1,394,21,568,785.0,98.5,87
2022-12-12,16923,16.889,3083,1,404,60,768,559.0,126.0,77
2022-12-13,10009,9.021,2699,0,329,26,686,745.0,68.0,91
2022-12-14,18208,17.959,3173,0,416,77,659,569.0,141.5,75
2022-12-15,8634,7.045,2716,0,339,39,567,602.0,104.0,83
2022-12-16,11410,10.224,2805,1,373,45,625,604.0,59.0,90
2022-12-17,14436,16.999,3212,2,314,152,564,715.0,86.5,88
2022-12-18,8667,6.956,2644,5,354,15,671,700.0,135.5,81
2022-12-19,11473,12.08,2944,0,352,87,643,653.0,135.0,79
2022-12-20,9247,8.64,2714,2,294,44,579,685.0,88.5,87
2022-12-21,12684,11.383,2892,1,422,48,668,699.0,107.5,85
2022-12-22,9066,7.522,2676,0,400,15,678,642.0,41.5,94
2022-12-23,13834,14.906,3150,0,410,98,485,361.0,32.5,91
2022-12-24,12376,11.759,3004,1,485,70,496,619.0,39.0,94
2022-12-25,10855,9.497,2834,0,371,53,542,381.0,89.0,77
2022-12-28,7026,5.98,2556,0,308,10,607,520.0,149.5,71
2022-08-07,7730,6.992,3602,2,310,33,397,289.0,42.0,85
2022-08-08,13482,13.551,4039,4,462,64,511,552.0,35.5,94
2022-08-09,11262,9.625,3765,1,419,39,561,625.0,54.5,91
2022-08-10,13505,12.877,3957,7,381,67,565,501.0,79.0,84
2022-08-14,8007,10.294,3730,2,303,66,638,491.0,49.0,90
2022-08-15,9628,8.999,3696,1,304,51,467,666.0,136.5,80
2022-08-16,10993,10.382,3784,1,394,48,599,674.0,161.5,76
2022-08-22,3022,2.761,2988,0,116,13,765,772.0,176.0,77
2022-08-25,8263,7.905,3581,0,345,24,485,681.0,212.5,69
2022-09-01,14342,14.023,4260,3,418,94,316,557.0,210.0,62
2022-09-02,14681,14.288,4155,2,538,72,605,523.0,88.0,83
2022-09-03,13731,13.312,4197,2,535,52,346,475.0,97.0,80
2022-09-12,8212,7.862,3477,1,273,31,576,281.0,46.0,84
2022-09-15,8683,14.18,4094,22,319,49,556,764.0,260.5,66
2022-09-18,8398,7.965,3504,0,280,31,568,489.0,68.5,86
2022-09-19,11861,10.902,3872,1,365,63,490,465.0,66.5,86
2022-09-20,13653,15.419,4155,4,385,101,452,517.0,116.0,78
2022-09-21,12628,17.474,4481,27,348,106,435,482.0,82.0,83
2022-09-22,9209,20.158,4693,65,245,55,467,470.0,96.0,80
2022-09-23,8674,10.151,3868,13,375,40,469,553.0,62.5,89
2022-09-24,13148,13.854,4057,6,310,105,559,529.0,45.0,91
2022-09-25,5757,5.712,3282,2,201,33,798,900.0,155.5,83
2022-09-26,8051,7.417,3541,2,322,28,647,438.0,108.0,75
2022-09-27,8083,15.183,4214,40,259,44,522,520.0,59.0,89
2022-09-28,11756,11.292,3813,3,367,55,565,409.0,54.0,87
2022-09-29,11638,10.814,3908,0,495,44,478,484.0,55.5,89
2022-09-30,10546,10.995,3874,1,375,60,485,473.0,68.0,86
2022-10-01,11228,10.995,3892,1,406,60,443,574.0,90.0,84
2022-10-02,11630,12.709,3968,5,366,82,537,451.0,79.0,82
2022-10-03,10812,19.597,4658,66,260,94,402,575.0,173.5,70
2022-10-04,9451,9.323,3201,1,353,49,597,485.0,72.5,85
2022-10-05,9260,9.357,3240,4,381,41,499,474.0,43.0,91
2022-10-06,14215,18.241,3840,5,388,153,462,691.0,159.5,77
2022-10-11,6657,6.835,3047,0,286,31,476,362.0,45.5,87
2022-10-12,13692,12.718,3538,1,584,36,445,444.0,50.5,89
2022-10-13,11045,10.358,3361,0,415,56,445,450.0,76.5,83
2022-10-14,9348,8.509,3245,1,418,31,433,378.0,39.5,90
2022-10-15,10863,10.772,3358,2,303,82,452,650.0,120.0,82
2022-10-16,6107,5.968,2956,3,241,29,621,472.0,93.5,80
2022-10-17,10462,9.894,3321,3,397,50,475,575.0,64.5,89
2022-10-21,7841,7.503,3149,6,325,34,244,506.0,41.0,92
2022-10-24,7214,6.315,3019,0,330,20,557,458.0,39.0,91
2022-10-27,8574,7.515,3262,1,457,24,389,414.0,52.0,87
2022-10-28,16386,14.861,3926,3,682,70,196,217.0,34.5,84
2022-10-31,8940,8.862,3095,0,316,37,725,533.0,74.0,86
2022-11-03,10094,9.059,3276,1,405,32,436,353.0,54.5,85
2022-11-04,9688,9.129,3294,2,379,45,409,668.0,109.5,84
2022-11-05,14764,14.278,3590,0,553,62,553,462.0,67.5,85
2022-11-06,14175,16.048,3615,2,378,112,480,417.0,99.0,76
2022-11-07,13795,13.448,3511,0,488,45,377,260.0,34.5,87
2022-11-08,9280,8.977,3288,5,333,53,350,482.0,56.5,88
2022-11-09,11064,10.96,3372,4,390,60,420,438.0,131.0,70
2022-11-12,10256,9.455,3435,1,477,45,370,381.0,104.0,73
2022-11-13,8150,7.742,3115,2,290,35,512,472.0,52.5,89
2022-11-14,14331,14.146,3533,3,428,74,502,807.0,163.0,80
2022-11-15,9146,8.875,3141,8,280,39,661,347.0,80.5,77
2022-11-18,12031,11.594,3397,0,405,56,263,442.0,42.5,90
2022-11-19,16255,16.852,3731,6,406,107,443,299.0,38.5,87
2022-11-20,8431,8.179,3181,1,297,40,172,534.0,129.5,76
2022-11-21,11253,10.873,3273,3,381,47,665,440.0,51.5,88
2022-11-22,11888,12.451,3462,0,400,60,371,385.0,52.5,86
2022-11-25,22462,23.3,4255,8,654,118,300,487.0,64.5,87
2022-11-28,6287,6.246,2906,0,228,35,715,241.0,46.0,81
2022-12-05,16201,20.491,3992,8,513,99,459,507.0,94.0,81
2022-12-06,9103,8.84,3140,3,328,36,598,758.0,183.0,76
2022-12-07,7370,6.584,3024,0,328,21,590,538.0,127.5,76
2022-12-08,10609,10.947,3363,2,307,74,435,616.0,197.0,68
2022-12-11,10223,9.233,3207,0,382,39,559,682.0,184.5,73
2022-12-12,10378,10.056,3271,4,405,44,596,298.0,84.0,72
2022-12-13,9396,9.239,3243,3,324,51,454,349.0,49.0,86
2022-06-19,5459,4.564,2670,1,240,20,543,519.0,80.5,84
2022-06-20,1827,1.275,2334,0,97,0,787,900.0,392.0,56
2022-06-21,4828,3.356,2678,0,239,6,518,523.0,115.0,78
2022-06-22,7930,6.172,2758,0,323,11,671,681.0,159.5,77
2022-06-23,9229,8.028,2894,0,345,22,628,366.0,103.5,72
2022-06-24,9383,7.343,3006,0,381,27,339,379.0,69.5,82
2022-06-25,5942,4.263,2715,0,277,9,448,690.0,134.0,81
2022-06-26,6855,5.525,2772,0,281,10,567,501.0,94.0,81
2022-06-27,829,0.579,2284,0,36,2,542,615.0,145.0,76
2022-06-28,7232,5.797,2806,0,315,15,525,467.0,108.0,77
2022-06-29,3256,2.172,2513,0,157,2,519,617.0,124.5,80
2022-06-30,2736,2.083,2494,0,124,7,663,405.0,160.0,60
2022-08-17,5819,5.094,3300,0,220,20,500,282.0,94.0,67
2022-08-18,108,0.029,2732,0,3,0,582,427.0,194.0,55
2022-08-19,4187,2.992,3246,0,215,7,328,505.0,102.5,80
2022-08-20,4403,3.69,3242,0,199,12,495,569.0,157.0,72
2022-08-21,2292,1.968,3022,0,113,7,550,297.0,78.5,74
2022-08-22,9072,7.077,3640,0,371,28,497,472.0,96.5,80
2022-08-23,6820,5.223,3507,0,353,8,448,533.0,103.5,81
2022-08-26,9151,7.997,3755,15,357,13,454,443.0,93.5,79
2022-08-27,6551,6.31,3433,2,210,22,455,562.0,152.5,73
2022-08-28,7030,6.554,3452,2,247,18,609,535.0,128.5,76
2022-08-29,8301,6.419,3584,0,379,14,465,523.0,113.0,78
2022-08-30,5124,3.747,3328,0,262,7,432,441.0,151.5,66
2022-08-31,6867,5.013,3478,0,321,13,449,574.0,114.0,80
2022-09-01,5669,4.162,3401,0,291,7,552,548.0,110.0,80
2022-09-02,5935,4.543,3410,0,320,10,546,539.0,103.5,81
2022-09-03,4100,3.154,3284,1,217,10,470,557.0,113.5,80
2022-09-04,4691,4.328,3184,0,195,16,643,466.0,153.5,67
2022-09-05,8697,7.936,3782,12,347,36,430,521.0,139.0,73
2022-09-06,8261,7.078,3639,1,399,24,497,558.0,129.5,77
2022-09-07,6639,5.213,3463,1,330,12,511,385.0,114.5,70
2022-09-08,7325,5.99,3513,0,268,28,414,536.0,133.5,75
2022-09-09,7511,6.615,3540,1,319,26,506,502.0,107.0,79
2022-09-10,7065,6.666,3417,1,282,18,518,593.0,130.0,78
2022-09-11,3209,2.717,3081,0,139,5,568,473.0,80.5,83
2022-09-12,7288,5.559,3505,0,302,28,490,487.0,121.0,75
2022-09-13,6849,5.01,3527,0,384,8,452,586.0,124.5,79
2022-09-14,5758,4.168,3403,0,284,8,527,545.0,119.5,78
2022-09-15,8077,5.766,3618,0,427,11,496,475.0,134.0,72
2022-09-16,4134,2.91,3252,0,214,8,391,459.0,107.0,77
2022-09-17,6926,6.276,3507,0,266,19,394,564.0,88.0,84
2022-09-20,7253,5.858,3521,1,370,7,525,508.0,86.0,83
2022-09-21,9018,8.733,3774,12,275,50,488,518.0,62.0,88
2022-09-22,5677,4.575,3395,0,293,12,515,449.0,100.5,78
2022-09-23,6380,4.654,3508,0,353,10,493,570.0,123.5,78
2022-09-24,5681,4.813,3392,2,276,17,553,661.0,99.5,85
2022-09-25,3614,2.915,3100,1,124,20,705,461.0,89.5,81
2022-09-26,11082,10.405,3956,2,388,58,395,547.0,113.0,79
2022-09-27,8888,7.224,3683,0,432,20,483,518.0,98.5,81
2022-09-28,6065,4.328,3193,0,212,26,896,900.0,375.0,58
2022-09-29,2497,1.295,3000,0,143,3,897,588.0,71.5,88
2022-09-30,9815,7.313,3699,0,419,19,461,615.0,129.5,79
2022-10-01,4402,3.369,3250,0,240,8,488,457.0,113.0,75
2022-10-02,8311,6.216,3532,0,373,28,583,515.0,69.0,87
2022-10-03,6297,4.392,3453,0,356,8,495,462.0,76.0,84
2022-10-04,7008,5.344,3135,2,325,27,441,532.0,73.0,86
2022-10-05,8163,5.712,3134,0,420,18,515,497.0,67.0,87
2022-10-06,10078,8.856,3358,17,374,31,452,493.0,102.5,79
2022-10-07,11132,8.946,3355,0,366,67,373,556.0,132.0,76
2022-10-08,8201,6.313,3023,0,297,23,554,510.0,51.5,90
2022-10-09,9806,8.027,3214,1,453,34,677,559.0,83.0,85
2022-10-10,7055,5.252,3072,0,361,9,456,526.0,103.5,80
2022-10-11,8585,6.766,3080,0,313,33,496,450.0,99.0,78
2022-10-12,5596,3.936,2975,0,320,8,474,577.0,143.0,75
2022-10-13,7483,6.253,3091,1,351,20,523,517.0,72.5,86
2022-10-14,6947,4.454,3146,1,439,4,446,678.0,137.5,80
2022-10-15,3502,3.204,2706,0,161,14,586,597.0,57.5,90
2022-10-16,1562,1.064,2528,0,95,3,660,534.0,103.0,81
2022-10-17,9701,9.204,3262,12,282,53,501,532.0,78.5,85
2022-10-18,4262,3.074,2761,0,225,7,599,630.0,115.0,82
2022-10-19,7384,5.131,3067,0,419,8,507,538.0,131.0,76
2022-10-20,6363,4.663,3009,0,343,16,520,559.0,106.0,81
2022-10-21,3178,2.093,2685,0,144,10,525,597.0,90.5,85
2022-10-22,4149,2.592,2780,0,248,5,603,586.0,93.5,84
2022-10-23,5773,4.274,2836,0,274,13,708,493.0,43.5,91
2022-10-24,9894,6.7,3153,0,423,29,499,592.0,66.0,89
2022-10-25,5632,3.636,2878,0,315,3,600,544.0,73.5,86
2022-10-26,6135,3.744,2847,0,308,12,574,555.0,52.0,91
2022-10-27,6106,4.557,2897,2,271,15,566,537.0,54.0,90
2022-10-28,6266,4.719,2998,0,342,8,529,549.0,106.0,81
2022-10-29,7315,6.208,3028,0,283,28,496,561.0,89.0,84
2022-10-30,3389,2.813,2700,1,167,7,657,501.0,48.5,90
2022-10-31,6216,5.022,2987,0,317,10,508,457.0,66.0,86
2022-11-01,5203,3.719,2813,0,211,18,480,549.0,78.0,86
2022-11-02,7483,4.998,3073,1,450,8,520,514.0,84.0,84
2022-11-03,10687,8.628,3218,1,310,59,469,466.0,108.5,77
2022-11-04,10166,6.652,3230,0,445,31,437,606.0,72.5,88
2022-11-05,10550,9.151,3241,0,342,54,509,528.0,61.0,88
2022-11-06,4826,3.817,2782,1,241,11,653,475.0,61.0,87
2022-11-07,7721,6.23,3124,0,402,19,550,516.0,61.5,88
2022-11-08,12978,9.377,3386,0,451,58,486,477.0,83.5,82
2022-11-09,6079,3.96,2953,0,309,14,506,559.0,96.0,83
2022-11-10,9435,6.911,3232,0,516,14,498,489.0,99.0,80
2022-11-11,10077,10.393,3451,1,422,66,475,607.0,108.5,82
2022-11-12,8783,10.493,3276,6,169,96,565,584.0,107.5,82
2022-11-13,4616,2.731,2848,0,278,6,583,491.0,119.5,76
2022-11-14,9677,7.353,3231,1,399,30,394,593.0,119.5,80
2022-11-15,12374,9.084,3323,0,467,46,504,523.0,130.5,75
2022-11-16,6482,4.532,2996,0,349,7,493,464.0,82.0,82
2022-11-17,9611,6.743,3275,0,544,5,431,532.0,100.5,81
2022-11-20,6955,4.459,3014,1,404,7,539,517.0,104.5,80
2022-11-21,7818,5.854,3128,0,437,11,514,521.0,63.0,88
2022-11-22,8836,6.728,3210,1,463,19,520,484.0,91.0,81
2022-11-23,8752,6.721,3198,1,417,26,430,526.0,95.5,82
2022-11-24,6573,5.217,3032,1,367,12,547,470.0,66.0,86
2022-11-25,8598,5.549,3239,0,514,8,385,556.0,65.0,88
2022-11-26,6303,6.018,2984,1,253,31,636,554.0,57.5,90
2022-11-27,4208,2.524,2810,0,299,2,694,517.0,50.5,90
2022-11-28,5494,4.111,2966,0,317,11,567,496.0,56.5,89
2022-11-29,5251,4.13,2949,0,283,12,520,465.0,107.5,77
2022-11-30,7108,5.822,3001,1,253,35,503,558.0,97.0,83
2022-12-01,98,0.062,2398,0,3,0,470,493.0,65.0,87
2022-12-02,6698,5.374,3087,0,337,10,466,554.0,108.5,80
